# BASE
# https://inspirehep.net/literature/1843024
# mass [eV]  g_ap [GeV^-1]
2.791194202758115e-9  8.90759551706266e-12
2.7911952366750477e-9  9.065642325902255e-12
2.79119627059198e-9  8.33160734310736e-12
2.791197304508913e-9  7.941670431488847e-12
2.791198338425845e-9  8.475437900552031e-12
2.791199372342778e-9  8.733560395476138e-12
2.7912004062597107e-9  8.56432493720629e-12
2.791201440176643e-9  8.549221100095833e-12
2.791202474093576e-9  8.858203199032771e-12
2.791203508010508e-9  8.767915932120011e-12
2.791204541927441e-9  8.908575379115185e-12
2.791205575844374e-9  9.579689411947289e-12
2.791206609761306e-9  9.438962704955966e-12
2.791207643678239e-9  8.8359669208838e-12
2.7912086775951717e-9  8.196780785189027e-12
2.7912097115121046e-9  8.275990765575176e-12
2.791210745429037e-9  8.105541935814148e-12
2.7912117793459696e-9  7.955294525425996e-12
2.7912128132629026e-9  7.833999613634517e-12
2.7912138471798347e-9  7.701908067485612e-12
2.7912148810967676e-9  7.696424715395874e-12
2.7912159150137e-9  7.736604516543026e-12
2.7912169489306327e-9  8.09831700699278e-12
2.7912179828475656e-9  8.522158028245523e-12
2.7912190167644977e-9  8.348049557148289e-12
2.7912200506814306e-9  8.337701027602802e-12
2.791221084598363e-9  8.147432045633137e-12
2.7912221185152957e-9  7.455540563083905e-12
2.7912231524322286e-9  6.762336334652128e-12
2.791224186349161e-9  6.428646480773846e-12
2.791225220266094e-9  6.557801779824414e-12
2.7912262541830266e-9  6.6603677035248275e-12
2.791227288099959e-9  6.921248212747775e-12
2.791228322016892e-9  7.089204076656187e-12
2.791229355933824e-9  7.42006793739696e-12
2.791230389850757e-9  8.134126364294541e-12
2.7912314237676896e-9  7.71101527325521e-12
2.791232457684622e-9  7.647905322523965e-12
2.791233491601555e-9  7.82619504634319e-12
2.791234525518487e-9  7.3478118166072e-12
2.79123555943542e-9  6.754655553815904e-12
2.7912365933523526e-9  6.739753898240104e-12
2.791237627269285e-9  6.64335815540771e-12
2.791238661186218e-9  6.52199651838629e-12
2.791239695103151e-9  6.4322158057212054e-12
2.7912407290200836e-9  6.6776222106305436e-12
2.791241762937016e-9  7.051124057970339e-12
2.7912427968539486e-9  6.679000850868436e-12
2.791243830770881e-9  6.421823453504978e-12
2.791244864687814e-9  6.516720930936062e-12
2.7912458986047466e-9  6.6717370174743664e-12
2.791246932521679e-9  6.8513686491173265e-12
2.7912479664386116e-9  6.785444510244729e-12
2.791249000355544e-9  6.9938821720183105e-12
2.791250034272477e-9  7.2493164735905315e-12
2.7912510681894096e-9  7.637572716354385e-12
2.791252102106342e-9  7.460819791717325e-12
2.7912531360232746e-9  6.884587628966523e-12
2.7912541699402076e-9  6.938230099736893e-12
2.7912552038571405e-9  7.215442746797377e-12
2.7912562377740726e-9  7.15695988268525e-12
2.7912572716910056e-9  7.055345923306424e-12
2.7912583056079385e-9  6.7961004574656414e-12
2.7912593395248706e-9  7.1745692188159256e-12
2.7912603734418036e-9  7.644894303585478e-12
2.7912614073587356e-9  7.371738170206589e-12
2.7912624412756686e-9  7.2411485573597455e-12
2.7912634751926015e-9  6.9043007107915634e-12
2.7912645091095336e-9  6.925031482688027e-12
2.7912655430264666e-9  7.06121837079753e-12
2.791266576943399e-9  7.783314127723629e-12
2.7912676108603316e-9  7.954453162414494e-12
2.7912686447772646e-9  7.540536820337426e-12
2.791269678694197e-9  7.430345669971855e-12
2.79127071261113e-9  7.0021543754598645e-12
2.791271746528062e-9  6.817486150963898e-12
2.791272780444995e-9  7.070201665060282e-12
2.791273814361928e-9  7.401537415042716e-12
2.79127484827886e-9  7.497737389673864e-12
2.791275882195793e-9  7.971555106074214e-12
2.791276916112725e-9  7.691460777272834e-12
2.791277950029658e-9  7.200546779878952e-12
2.7912789839465906e-9  7.689007266518469e-12
2.791280017863523e-9  7.828016761357128e-12
2.791281051780456e-9  7.466522047187912e-12
2.7912820856973886e-9  7.413740981929777e-12
2.791283119614321e-9  7.78964078474918e-12
2.791284153531254e-9  8.16243770405779e-12
2.7912851874481865e-9  8.097321450622704e-12
2.7912862213651195e-9  8.070613404034969e-12
2.7912872552820516e-9  7.644015150115138e-12
2.7912882891989845e-9  7.0474530708499646e-12
2.791289323115917e-9  6.920169385025594e-12
2.7912903570328496e-9  7.320041496520245e-12
2.7912913909497825e-9  7.695799585548208e-12
2.7912924248667146e-9  7.512212690805724e-12
2.7912934587836475e-9  7.597806650310597e-12
2.79129449270058e-9  7.83301082792107e-12
2.7912955266175126e-9  7.617916151592467e-12
2.7912965605344455e-9  7.5161855915247e-12
2.7912975944513785e-9  7.087789641686632e-12
2.7912986283683106e-9  7.23296128077545e-12
2.7912996622852435e-9  7.45966174767252e-12
2.791300696202176e-9  6.953797105167182e-12
2.7913017301191085e-9  6.745659563442675e-12
2.7913027640360415e-9  6.930514344879336e-12
2.791303797952974e-9  7.263985182679046e-12
2.7913048318699065e-9  7.05089428292127e-12
2.791305865786839e-9  7.047617722456848e-12
2.7913068997037715e-9  7.609426388258372e-12
2.7913079336207045e-9  8.181338192366166e-12
2.791308967537637e-9  8.610010078953964e-12
2.7913100014545695e-9  8.439418114926318e-12
2.791311035371502e-9  8.343482232270095e-12
2.791312069288435e-9  8.98686123923346e-12
2.791313103205368e-9  9.378555603970298e-12
2.7913141371223e-9  8.42856199259527e-12
2.791315171039233e-9  7.809587953881296e-12
2.791316204956166e-9  7.633359387051227e-12
2.791317238873098e-9  7.669065448018749e-12
2.791318272790031e-9  7.646462761329281e-12
2.791319306706963e-9  7.895001344762404e-12
2.791320340623896e-9  8.07996492724023e-12
2.791321374540829e-9  8.452512072181076e-12
2.791322408457761e-9  8.82964054821657e-12
2.791323442374694e-9  9.022336546037338e-12
2.791324476291626e-9  8.628051494064898e-12
2.791325510208559e-9  8.095408604483373e-12
2.791326544125492e-9  8.276995987855244e-12
2.7913275780424245e-9  8.160696584025372e-12
2.7913286119593574e-9  7.797003563469398e-12
2.7913296458762895e-9  8.346324346526669e-12
2.7913306797932225e-9  9.659011292270432e-12
2.7913317137101554e-9  1.1032990253732433e-11
2.7913327476270875e-9  1.1099882330344923e-11
2.7913337815440205e-9  1.079282981382556e-11
2.7913348154609525e-9  1.0909177752693272e-11
2.7913358493778855e-9  1.0496740669761254e-11
2.791336883294818e-9  9.853633914023598e-12
2.7913379172117505e-9  9.829609894928224e-12
2.7913389511286835e-9  1.000081123387947e-11
2.7913399850456155e-9  9.251683461719002e-12
2.7913410189625485e-9  8.881271762158395e-12
2.7913420528794815e-9  9.680995212087647e-12
2.791343086796414e-9  1.062868859444835e-11
2.7913441207133465e-9  1.2283149918888263e-11
2.791345154630279e-9  1.3297383077027319e-11
2.791346188547212e-9  1.314001710735092e-11
2.7913472224641445e-9  1.2373364439287784e-11
2.791348256381077e-9  1.1159890191563698e-11
2.79134929029801e-9  1.0532903974504474e-11
2.791350324214942e-9  1.0685495492694596e-11
2.791351358131875e-9  1.1112223376536755e-11
2.7913523920488075e-9  1.0781003087652948e-11
2.79135342596574e-9  1.0867944372645095e-11
2.791354459882673e-9  1.2104322746640928e-11
2.7913554937996055e-9  1.2469755880347009e-11
2.791356527716538e-9  1.2020067278514623e-11
2.791357561633471e-9  1.1582947796183061e-11
2.7913585955504034e-9  1.122586490203421e-11
2.791359629467336e-9  1.1514985058428327e-11
2.791360663384269e-9  1.0798235324932998e-11
2.7913616973012014e-9  1.045886493036672e-11
2.791362731218134e-9  1.0237166215359502e-11
2.7913637651350665e-9  1.065470157288994e-11
2.791364799051999e-9  1.1167403912117568e-11
2.791365832968932e-9  1.1104806466552537e-11
2.7913668668858644e-9  1.1466315568772241e-11
2.791367900802797e-9  1.1520309403784828e-11
2.7913689347197295e-9  1.0419882669674752e-11
2.791369968636662e-9  1.074883348808278e-11
2.791371002553595e-9  1.1537762197067763e-11
2.7913720364705275e-9  1.1571228125291294e-11
2.7913730703874604e-9  1.1493473739968373e-11
2.7913741043043934e-9  1.1157552658812232e-11
2.7913751382213254e-9  1.1077178880928065e-11
2.7913761721382584e-9  1.1456340747371105e-11
2.7913772060551905e-9  1.2138797046221533e-11
2.7913782399721234e-9  1.195164790213092e-11
2.7913792738890564e-9  1.1766141544013481e-11
2.7913803078059884e-9  1.2013034321135241e-11
2.7913813417229214e-9  1.2364255402457002e-11
2.7913823756398535e-9  1.3377208761377959e-11
2.7913834095567864e-9  1.296244234197961e-11
2.7913844434737194e-9  1.2148752685891509e-11
2.7913854773906515e-9  1.1784418723846535e-11
2.7913865113075844e-9  1.1542922131048728e-11
2.791387545224517e-9  1.0306321454669063e-11
2.79138857914145e-9  1.0047528519633473e-11
2.791389613058383e-9  1.0475113432829022e-11
2.791390646975315e-9  1.0599061230193585e-11
2.791391680892248e-9  1.0452250364337788e-11
2.79139271480918e-9  1.1689340880109225e-11
2.791393748726113e-9  1.1489383683489685e-11
2.791394782643046e-9  1.0851081013849747e-11
2.791395816559978e-9  1.129224936694763e-11
2.791396850476911e-9  1.1806969860449061e-11
2.791397884393843e-9  1.2124211307786227e-11
2.791398918310776e-9  1.1466066538231384e-11
2.791399952227709e-9  1.1261941262752145e-11
2.791400986144641e-9  1.0595590383583308e-11
2.791402020061574e-9  1.0987514980074441e-11
2.791403053978507e-9  1.0251465944699937e-11
2.7914040878954394e-9  9.744183842098927e-12
2.791405121812372e-9  8.688868135722049e-12
2.7914061557293044e-9  8.353349649675881e-12
2.7914071896462374e-9  8.572040209700886e-12
2.79140822356317e-9  9.281860479008302e-12
2.7914092574801024e-9  8.682529648080381e-12
2.791410291397035e-9  8.32305335476816e-12
2.7914113253139674e-9  8.616520843639252e-12
2.7914123592309004e-9  8.835978427852458e-12
2.791413393147833e-9  9.19271992289001e-12
2.7914144270647654e-9  9.292512410784022e-12
2.7914154609816983e-9  8.509100686340297e-12
2.7914164948986304e-9  8.945861432353842e-12
2.7914175288155634e-9  9.982045715431604e-12
2.7914185627324963e-9  1.0233363810552083e-11
2.791419596649429e-9  9.395587074549607e-12
2.7914206305663614e-9  9.355511482330625e-12
2.791421664483294e-9  9.573759304443606e-12
2.7914226984002264e-9  9.854404964093085e-12
2.7914237323171593e-9  1.1100130907905128e-11
2.791424766234092e-9  1.33136644018382e-11
2.7914258001510244e-9  1.6439914457377825e-11
2.791426834067957e-9  1.3760143708151379e-11
2.7914278679848894e-9  8.844143270756583e-12
2.7914289019018224e-9  7.865718901105632e-12
2.791429935818755e-9  7.51032293831937e-12
2.791430969735688e-9  6.9844070697177596e-12
2.79143200365262e-9  6.815107474885636e-12
2.791433037569553e-9  6.850394356803177e-12
2.791434071486486e-9  6.472779857617023e-12
2.7914351054034183e-9  6.580912171694157e-12
2.791436139320351e-9  7.33325288592589e-12
2.791437173237284e-9  7.834559397225123e-12
2.791438207154216e-9  8.893127361655235e-12
2.791439241071149e-9  1.863883380876478e-11
2.791440274988081e-9  1.9245356704099568e-11
2.791441308905014e-9  1.7276082179276445e-11
2.791442342821947e-9  1.4766460527547072e-11
2.791443376738879e-9  1.5633160819367617e-11
2.791444410655812e-9  1.7356719146457618e-11
2.7914454445727443e-9  1.3986578671083814e-11
2.7914464784896773e-9  1.3829157767184308e-11
2.79144751240661e-9  1.5911307305062024e-11
2.7914485463235423e-9  1.6135571596978453e-11
2.7914495802404753e-9  1.7633772044907604e-11
2.7914506141574074e-9  2.003823154617272e-11
2.7914516480743403e-9  2.0786755951562454e-11
2.7914526819912733e-9  1.7673638411984767e-11
2.7914537159082053e-9  1.6783214765187125e-11
2.7914547498251383e-9  1.6915110257969764e-11
2.7914557837420704e-9  1.3600994739019332e-11
2.7914568176590033e-9  1.1047466308841995e-11
2.791457851575936e-9  1.0815031900231631e-11
2.7914588854928684e-9  1.1057891742380907e-11
2.7914599194098013e-9  1.1653887788940296e-11
2.7914609533267343e-9  1.2267523290100222e-11
2.791461987243667e-9  1.4105270874354587e-11
2.7914630211605993e-9  1.7105231748766472e-11
2.791464055077532e-9  1.494760316965804e-11
2.7914650889944648e-9  1.2526176987889754e-11
2.7914661229113973e-9  1.2478574020576241e-11
2.79146715682833e-9  1.2953872504058454e-11
2.7914681907452623e-9  1.3319909861397858e-11
2.791469224662195e-9  1.266289777617989e-11
2.791470258579128e-9  1.1873758159337685e-11
2.7914712924960603e-9  1.0652375135513062e-11
2.791472326412993e-9  1.0708035118956497e-11
2.7914733603299253e-9  1.1307665033682868e-11
2.791474394246858e-9  1.2080524282379907e-11
2.791475428163791e-9  1.1948022586330393e-11
2.7914764620807238e-9  1.1199933999396743e-11
2.791477495997656e-9  1.3544038157306422e-11
2.791478529914589e-9  1.570788026570511e-11
2.7914795638315213e-9  1.8359774745913814e-11
2.7914795638315213e-9  1

